order_id,item_id,shipper_id,sku_id,quantity_ordered,date
ORD21529821,1,5,70132,8,2025-01-26
ORD21529821,2,5,70133,1,2024-03-27
ORD21529821,3,5,70134,6,2024-04-17
ORD21529821,4,5,70135,6,2024-06-04
ORD21529821,5,5,70136,7,2024-10-18
ORD21620667,1,5,70132,3,2024-11-19
ORD21620667,2,2,70133,10,2024-09-04
ORD21843582,1,2,70132,5,2024-06-24
ORD21844611,1,1,70132,1,2024-10-28
ORD21854698,1,2,70132,4,2024-11-23
ORD21854698,2,1,70133,2,2024-07-06
ORD21854698,3,4,70134,1,2024-05-02
ORD21854698,4,1,70135,1,2024-01-21
ORD21893842,1,3,70132,1,2024-06-26
ORD21893842,2,1,70133,8,2024-09-17
ORD21893842,3,5,70134,6,2024-05-09
ORD21986613,1,4,70132,5,2024-04-08
ORD22007214,1,3,70132,1,2024-11-28
ORD22007214,2,2,70133,5,2024-05-11
ORD22022397,1,5,70132,4,2025-01-17
ORD22022397,2,1,70133,5,2024-03-29
ORD22022397,3,1,70134,3,2024-07-05
ORD22022397,4,4,70135,1,2024-10-15
ORD22022397,5,2,70136,8,2024-12-23
ORD22022397,6,5,70137,7,2024-10-05
ORD22029719,1,3,70132,3,2024-09-14
ORD22029719,2,1,70133,7,2024-12-02
ORD22029719,3,4,70134,6,2024-11-06
ORD22029719,4,2,70135,7,2025-01-15
ORD22029719,5,5,70136,4,2024-09-02
ORD22095526,1,2,70132,6,2024-04-14
ORD22101931,1,4,70132,10,2024-06-28
ORD22128853,1,3,70132,5,2024-02-10
ORD22128853,2,2,70133,2,2024-02-04
ORD22128853,3,5,70134,4,2024-11-15
ORD22128853,4,3,70135,9,2024-08-15
ORD22128853,5,3,70136,1,2024-12-08
ORD22128853,6,3,70137,8,2024-06-27
ORD22128853,7,3,70138,8,2024-11-29
ORD22128853,8,4,70139,10,2024-08-25
ORD22128853,9,3,70140,9,2024-09-10
ORD22128853,10,4,70141,1,2025-01-09
ORD22128923,1,4,70132,10,2024-09-03
ORD22135573,1,5,70132,3,2024-03-14
ORD22135573,2,5,70133,9,2024-01-31
ORD22135671,1,3,70132,1,2024-06-22
ORD22136182,1,5,70132,1,2024-10-08
ORD22136182,2,3,70133,9,2024-11-23
ORD22136182,3,5,70134,10,2024-01-15
ORD22136182,4,5,70135,8,2024-09-17
ORD22136182,5,3,70136,5,2024-03-23
ORD22136182,6,1,70137,3,2024-03-20
ORD22136182,7,4,70138,7,2024-03-22
ORD22136182,8,3,70139,4,2024-01-18
ORD22151778,1,2,70132,10,2024-07-26
ORD22151778,2,4,70133,8,2024-09-20
ORD22151778,3,2,70134,7,2024-02-19
ORD22151778,4,4,70135,7,2024-08-17
ORD22151778,5,2,70136,10,2024-05-21
ORD22151778,6,3,70137,3,2024-09-16
ORD22151778,7,3,70138,5,2024-09-30
ORD22151778,8,1,70139,7,2024-03-28
ORD22151778,9,4,70140,8,2024-01-28
ORD22155355,1,4,70132,9,2024-07-26
ORD22155355,2,5,70133,2,2024-04-01
ORD22161991,1,3,70132,4,2024-04-25
ORD22161991,2,2,70133,5,2025-01-23
ORD22164924,1,2,70132,6,2025-01-11
ORD22164924,2,3,70133,2,2024-02-10
ORD22164924,3,5,70134,5,2024-09-26
ORD22164924,4,4,70135,8,2025-01-11
ORD22164924,5,2,70136,7,2024-04-08
ORD22219923,1,4,70132,2,2024-03-27
ORD22219923,2,4,70133,7,2024-12-16
ORD22219923,3,2,70134,8,2024-11-09
ORD22219923,4,3,70135,7,2024-08-04
ORD22219923,5,1,70136,6,2024-09-14
ORD22219923,6,1,70137,9,2024-01-11
ORD22230094,1,3,70132,8,2024-05-05
ORD22230094,2,4,70133,6,2024-02-04
ORD22230094,3,1,70134,8,2024-02-25
ORD22230094,4,3,70135,7,2024-07-21
ORD22278597,1,4,70132,1,2024-12-12
ORD22342353,1,2,70132,3,2024-11-30
ORD22342353,2,3,70133,2,2024-09-10
ORD22361274,1,3,70132,10,2024-02-03
ORD22366748,1,1,70132,10,2024-08-11
ORD22368365,1,3,70132,8,2024-01-19
ORD22368365,2,4,70133,7,2024-02-29
ORD22368365,3,2,70134,10,2024-09-22
ORD22368365,4,5,70135,5,2024-01-02
ORD22368365,5,1,70136,1,2024-03-20
ORD22368365,6,5,70137,9,2024-01-30
ORD22368365,7,1,70138,4,2024-05-05
ORD22368365,8,1,70139,6,2024-04-26
ORD22368365,9,4,70140,1,2024-05-16
ORD22393516,1,1,70132,2,2024-04-23
ORD22393516,2,1,70133,9,2024-02-09
ORD22419423,1,2,70132,2,2024-07-12
ORD22419423,2,4,70133,2,2024-04-02
ORD22419423,3,3,70134,4,2024-01-26
ORD22419423,4,3,70135,1,2024-05-01
ORD22434193,1,3,70132,1,2024-12-07
ORD22510605,1,4,70132,9,2024-10-26
ORD22592267,1,3,70132,9,2024-03-04
ORD22592267,2,1,70133,8,2025-01-02
ORD22630676,1,5,70132,1,2024-08-16
ORD22630676,2,4,70133,2,2024-12-14
ORD22630676,3,3,70134,3,2024-07-14
ORD22630676,4,5,70135,6,2024-11-26
ORD22630676,5,5,70136,6,2025-01-16
ORD22630676,6,5,70137,3,2024-02-04
ORD22630676,7,1,70138,10,2024-06-11
ORD22630676,8,5,70139,10,2024-02-27
ORD22630676,9,4,70140,6,2024-06-23
ORD22630676,10,5,70141,10,2024-03-08
ORD22630676,11,4,70142,1,2024-01-06
ORD22630676,12,2,70143,6,2024-08-29
ORD22630676,13,1,70144,1,2024-03-05
ORD22706822,1,4,70132,1,2024-12-03
ORD22706822,2,1,70133,9,2024-03-02
ORD22706822,3,2,70134,1,2025-01-30
ORD22706822,4,5,70135,7,2024-05-30
ORD22706822,5,3,70136,9,2024-06-12
ORD22706822,6,2,70137,4,2024-02-08
ORD22947937,1,1,70132,5,2024-09-08
ORD22947937,2,4,70133,6,2025-01-03
ORD22950135,1,3,70132,4,2024-02-04
ORD22950135,2,2,70133,2,2024-08-22
ORD22950135,3,5,70134,4,2025-01-23
ORD22950135,4,4,70135,3,2025-01-16
ORD22950135,5,3,70136,5,2024-03-26
ORD23043557,1,1,70132,9,2025-01-28
ORD23098654,1,4,70132,9,2024-10-21
ORD23339475,1,1,70132,7,2024-09-01
ORD23467750,1,3,70132,10,2024-10-26
ORD23467750,2,2,70133,2,2024-07-31
ORD23467750,3,5,70134,6,2024-05-25
ORD23467750,4,3,70135,3,2025-01-10
ORD23467750,5,1,70136,2,2024-04-27
ORD23485810,1,5,70132,3,2024-01-21
ORD23485810,2,4,70133,5,2024-04-24
ORD23485810,3,4,70134,6,2024-08-17
ORD23485810,4,5,70135,8,2024-12-03
ORD23516995,1,4,70132,4,2024-09-09
ORD23516995,2,4,70133,8,2024-03-03
ORD23516995,3,3,70134,10,2025-01-18
ORD23516995,4,3,70135,7,2024-02-04
ORD23533326,1,5,70132,7,2024-12-11
ORD23571077,1,3,70132,7,2024-07-16
ORD23571483,1,5,70132,2,2024-10-26
ORD23647188,1,5,70132,6,2024-06-22
ORD23655504,1,3,70132,10,2024-08-27
ORD23840304,1,5,70132,1,2024-02-06
ORD23890256,1,1,70132,8,2024-08-05
ORD23890256,2,3,70133,3,2024-04-01
ORD23890256,3,1,70134,10,2024-11-24
ORD23890256,4,2,70135,2,2024-07-21
ORD23890256,5,4,70136,3,2024-12-30
ORD23913734,1,2,70132,10,2024-01-30
ORD23970756,1,1,70132,5,2024-07-16
ORD23983741,1,3,70132,1,2024-03-20
ORD24073383,1,4,70132,7,2024-01-08
ORD24211248,1,4,70132,2,2024-07-12
ORD24211248,2,5,70133,2,2024-05-05
ORD24211248,3,2,70134,9,2024-02-16
ORD24211248,4,2,70135,4,2024-10-26
ORD24237428,1,2,70132,1,2024-02-06
ORD24455149,1,5,70132,4,2024-08-31
ORD24455149,2,1,70133,10,2024-07-04
ORD24455149,3,3,70134,1,2024-12-01
ORD24455149,4,1,70135,3,2024-02-14
ORD24513270,1,5,70132,9,2024-11-07
ORD24591691,1,2,70132,6,2024-01-10
ORD24591691,2,2,70133,4,2024-10-18
ORD24680451,1,3,70132,2,2024-10-19
ORD24680451,2,3,70133,4,2024-03-09
ORD24680451,3,4,70134,5,2024-09-26
ORD24829537,1,5,70132,10,2024-06-13
ORD24829537,2,2,70133,9,2024-05-12
ORD24829950,1,2,70132,4,2024-01-06
ORD24829950,2,2,70133,10,2024-01-02
ORD24829950,3,2,70134,7,2023-12-30
ORD24885873,1,2,70132,1,2024-12-11
ORD24889436,1,1,70132,8,2024-03-12
ORD24942839,1,5,70132,7,2024-01-29
ORD24942839,2,1,70133,3,2024-02-26
ORD24942839,3,3,70134,8,2024-08-19
ORD24994485,1,2,70132,6,2024-03-18
ORD25091043,1,3,70132,9,2024-10-02
ORD25091043,2,5,70133,8,2024-01-07
ORD2514615,1,3,70132,9,2025-01-18
ORD25184542,1,5,70132,6,2024-03-14
ORD25266736,1,3,70132,5,2024-09-21
ORD25338955,1,2,70132,2,2024-11-13
ORD25410194,1,3,70132,1,2024-10-08
ORD25410194,2,5,70133,10,2024-12-11
ORD25410194,3,4,70134,8,2024-07-10
ORD25410194,4,2,70135,7,2024-09-30
ORD25410194,5,2,70136,3,2025-01-22
ORD25460916,1,2,70132,8,2024-12-08
ORD25460916,2,5,70133,10,2025-01-05
ORD25460916,3,1,70134,8,2024-01-11
ORD25506465,1,4,70132,7,2024-02-17
ORD25506465,2,1,70133,5,2024-11-13
ORD25506465,3,3,70134,1,2024-08-27
ORD25586440,1,5,70132,7,2024-11-18
ORD25617373,1,2,70132,10,2024-09-06
ORD25617373,2,5,70133,1,2024-12-04
ORD25617373,3,4,70134,4,2024-03-01
ORD25617373,4,4,70135,1,2024-08-17
ORD25617373,5,3,70136,9,2024-02-07
ORD25617373,6,1,70137,4,2024-09-21
ORD25669558,1,1,70132,1,2024-09-27
ORD25669558,2,4,70133,6,2024-01-15
ORD25669558,3,5,70134,6,2024-09-20
ORD25669558,4,2,70135,9,2024-08-22
ORD25669558,5,5,70136,5,2024-04-27
ORD25669558,6,5,70137,8,2024-08-16
ORD25682032,1,1,70132,8,2024-04-19
ORD25747853,1,3,70132,3,2024-07-17
ORD25904170,1,4,70132,5,2024-04-01
ORD25913599,1,3,70132,7,2024-12-01
ORD25913599,2,4,70133,6,2024-10-10
ORD25913599,3,5,70134,6,2024-12-09
ORD26008323,1,3,70132,2,2024-04-15
ORD26028462,1,2,70132,7,2024-02-24
ORD26143045,1,4,70132,10,2024-04-10
ORD26143045,2,5,70133,10,2024-10-30
ORD26143045,3,1,70134,6,2024-02-11
ORD26143045,4,2,70135,5,2024-04-05
ORD26143045,5,5,70136,6,2024-08-16
ORD26143045,6,5,70137,8,2025-01-09
ORD26143045,7,4,70138,2,2024-09-05
ORD26143045,8,5,70139,10,2024-01-09
ORD26143045,9,3,70140,6,2024-04-13
ORD26143045,10,4,70141,1,2024-07-17
ORD26143045,11,5,70142,3,2024-12-29
ORD26151956,1,1,70132,6,2024-03-15
ORD26179473,1,4,70132,6,2024-04-17
ORD26210938,1,3,70132,10,2024-02-20
ORD26219968,1,5,70132,6,2024-03-30
ORD26219968,2,4,70133,7,2024-03-04
ORD26219968,3,5,70134,5,2024-04-08
ORD26284508,1,4,70132,9,2024-04-21
ORD26293517,1,3,70132,7,2024-01-22
ORD26470141,1,3,70132,3,2024-04-20
ORD26487060,1,1,70132,4,2024-10-22
ORD26492436,1,2,70132,5,2024-02-19
ORD26515193,1,2,70132,9,2024-11-08
ORD26515193,2,3,70133,7,2024-05-17
ORD26515193,3,5,70134,7,2024-03-10
ORD26515193,4,3,70135,4,2025-01-12
ORD26515193,5,1,70136,8,2024-03-18
ORD26515193,6,1,70137,6,2025-01-23
ORD26515193,7,2,70138,1,2024-01-17
ORD26515193,8,5,70139,5,2024-01-01
ORD26515193,9,4,70140,9,2024-08-01
ORD26765387,1,4,70132,5,2024-03-05
ORD26995141,1,2,70132,5,2025-01-10
ORD27495592,1,4,70132,8,2024-09-13
ORD27853341,1,5,70132,9,2024-10-21
ORD27961582,1,5,70132,10,2024-07-17
ORD27961582,2,1,70133,9,2024-02-26
ORD27961582,3,1,70134,7,2024-04-28
ORD27961582,4,3,70135,5,2024-03-05
ORD28007663,1,1,70132,4,2024-06-11
ORD28007663,2,3,70133,4,2024-04-17
ORD28105411,1,1,70132,9,2024-03-05
ORD28133656,1,4,70132,9,2024-11-01
ORD28195851,1,2,70132,5,2024-06-01
ORD28195851,2,1,70133,4,2024-12-02
ORD28227638,1,1,70132,7,2024-07-16
ORD28253986,1,4,70132,10,2024-08-14
ORD28253986,2,1,70133,4,2024-12-18
ORD28253986,3,4,70134,9,2025-01-03
ORD28352231,1,4,70132,7,2024-12-21
ORD28352231,2,4,70133,9,2024-12-11
ORD28352231,3,4,70134,9,2024-08-06
ORD28352231,4,5,70135,9,2024-12-18
ORD28352231,5,4,70136,9,2025-01-07
ORD28384641,1,5,70132,10,2024-08-22
ORD28433669,1,2,70132,3,2024-11-28
ORD28433669,2,5,70133,8,2024-05-02
ORD28433669,3,2,70134,10,2024-02-18
ORD28433669,4,2,70135,2,2024-07-24
ORD28433669,5,3,70136,5,2024-11-21
ORD28433669,6,3,70137,10,2024-01-21
ORD28433669,7,5,70138,2,2023-12-28
ORD28433669,8,1,70139,6,2024-06-29
ORD28625091,1,4,70132,4,2024-01-22
ORD28625091,2,4,70133,2,2024-07-05
ORD28625091,3,4,70134,10,2024-09-29
ORD28625091,4,3,70135,7,2024-05-24
ORD28625091,5,4,70136,3,2024-06-02
ORD28625091,6,5,70137,4,2024-03-22
ORD28625091,7,2,70138,1,2024-07-15
ORD28625091,8,3,70139,6,2024-03-25
ORD28684206,1,1,70132,7,2024-12-15
ORD28684206,2,2,70133,3,2024-09-04
ORD28684206,3,5,70134,8,2024-10-22
ORD28712087,1,5,70132,4,2024-04-25
ORD28717351,1,5,70132,8,2024-12-28
ORD28717351,2,5,70133,9,2024-11-17
ORD28721355,1,1,70132,1,2024-02-08
ORD28721355,2,4,70133,9,2024-04-02
ORD28721355,3,4,70134,5,2024-12-11
ORD28721355,4,1,70135,9,2025-01-12
ORD28769627,1,2,70132,9,2024-05-05
ORD28769627,2,3,70133,10,2024-11-12
ORD28769627,3,2,70134,10,2024-11-06
ORD28864106,1,2,70132,2,2024-05-16
ORD28888459,1,2,70132,6,2024-10-06
ORD28888459,2,2,70133,5,2024-12-09
ORD29069934,1,5,70132,8,2024-05-07
ORD29089786,1,2,70132,9,2024-11-13
ORD29089786,2,3,70133,4,2024-02-08
ORD29118402,1,1,70132,7,2024-07-23
ORD29118402,2,1,70133,1,2024-08-26
ORD29118402,3,2,70134,2,2024-05-27
ORD29118402,4,3,70135,6,2024-05-21
ORD29132941,1,2,70132,10,2024-06-16
ORD29132941,2,1,70133,5,2024-06-08
ORD29140550,1,3,70132,4,2024-01-10
ORD29140550,2,2,70133,9,2024-01-29
ORD29154760,1,1,70132,4,2024-08-09
ORD29154760,2,5,70133,7,2024-05-05
ORD29163636,1,2,70132,6,2024-04-21
ORD29163636,2,2,70133,5,2025-01-22
ORD29236093,1,3,70132,2,2024-01-13
ORD29373097,1,3,70132,3,2024-01-28
ORD29455249,1,4,70132,8,2024-09-16
ORD29455249,2,4,70133,4,2025-01-20
ORD29464237,1,2,70132,9,2024-05-06
ORD29464237,2,3,70133,2,2024-01-03
ORD29464237,3,1,70134,1,2023-12-31
ORD29464237,4,3,70135,9,2024-08-05
ORD29464237,5,4,70136,9,2024-12-08
ORD29464237,6,1,70137,3,2024-11-24
ORD29464237,7,2,70138,6,2024-05-21
ORD29464237,8,3,70139,6,2024-05-18
ORD29465287,1,5,70132,5,2024-01-18
ORD29465287,2,1,70133,10,2024-04-13
ORD29482738,1,3,70132,2,2024-06-29
ORD29482738,2,5,70133,9,2024-02-14
ORD29482738,3,2,70134,4,2024-05-29
ORD29482738,4,1,70135,9,2025-01-30
ORD29482738,5,2,70136,5,2024-06-29
ORD29482738,6,2,70137,6,2024-02-08
ORD29482738,7,2,70138,1,2024-08-11
ORD29482738,8,2,70139,8,2024-11-28
ORD29482738,9,2,70140,9,2024-04-24
ORD29482738,10,1,70141,9,2024-05-28
ORD29482738,11,5,70142,2,2024-07-19
ORD29482738,12,5,70143,6,2024-12-28
ORD29482738,13,5,70144,9,2025-01-15
ORD29482738,14,2,70145,8,2024-08-26
ORD29482738,15,3,70146,4,2025-01-30
ORD29482738,16,5,70147,6,2024-03-07
ORD29482738,17,3,70148,8,2024-05-25
ORD29482738,18,2,70149,6,2024-12-26
ORD29482738,19,2,70150,5,2024-07-01
ORD29482738,20,4,70151,5,2024-04-30
ORD29482738,21,5,70152,5,2024-12-24
ORD29482738,22,3,70153,7,2025-01-20
ORD29482738,23,4,70154,2,2024-07-01
ORD29482738,24,1,70155,7,2024-11-11
ORD29482738,25,4,70156,1,2024-06-03
ORD29482738,26,3,70157,9,2024-12-27
ORD29482738,27,4,70158,1,2024-10-20
ORD29482738,28,3,70159,8,2024-08-03
ORD29482738,29,4,70160,4,2024-01-05
ORD29519558,1,4,70132,6,2025-01-30
ORD29519558,2,2,70133,7,2025-01-30
ORD29519558,3,5,70134,7,2024-03-04
ORD29519558,4,4,70135,5,2024-06-09
ORD29519558,5,4,70136,4,2024-02-16
ORD29519558,6,5,70137,10,2024-04-18
ORD29519558,7,1,70138,1,2024-02-19
ORD29519558,8,2,70139,3,2024-01-04
ORD29519558,9,5,70140,2,2024-02-08
ORD29519558,10,2,70141,3,2024-01-12
ORD29519558,11,3,70142,7,2024-01-21
ORD29519558,12,2,70143,1,2024-10-25
ORD29519558,13,5,70144,1,2024-10-22
ORD29519558,14,5,70145,3,2024-10-17
ORD29519558,15,2,70146,10,2024-09-10
ORD29519558,16,1,70147,5,2024-02-18
ORD29531808,1,5,70132,1,2024-10-04
ORD29531808,2,5,70133,10,2024-03-02
ORD29531808,3,4,70134,7,2024-03-28
ORD29676568,1,2,70132,5,2024-08-17
ORD29676568,2,1,70133,4,2024-10-29
ORD29681804,1,4,70132,6,2024-12-16
ORD29681804,2,3,70133,4,2024-12-22
ORD29711701,1,5,70132,5,2024-01-13
ORD29711701,2,5,70133,1,2024-09-24
ORD29711701,3,5,70134,1,2024-02-04
ORD29711701,4,2,70135,2,2024-05-20
ORD29713059,1,5,70132,8,2024-04-03
ORD29713059,2,2,70133,1,2024-03-03
ORD29778726,1,3,70132,9,2024-09-16
ORD29778726,2,3,70133,8,2024-08-18
ORD29789065,1,3,70132,5,2024-04-03
ORD29814195,1,3,70132,9,2025-01-19
ORD29814195,2,5,70133,2,2024-07-10
ORD29814195,3,4,70134,8,2024-07-15
ORD29869880,1,3,70132,4,2024-02-16
ORD29876061,1,4,70132,8,2024-07-26
ORD29887730,1,2,70132,7,2024-05-22
ORD29935512,1,2,70132,5,2024-11-17
ORD30180792,1,5,70132,9,2024-09-12
ORD30180792,2,3,70133,1,2024-08-11
ORD30180792,3,4,70134,7,2024-05-14
ORD30180792,4,5,70135,9,2024-02-14
ORD30180792,5,3,70136,2,2024-07-31
ORD30188044,1,4,70132,8,2024-03-30
ORD30188044,2,4,70133,1,2024-01-18
ORD30188044,3,4,70134,3,2024-01-15
ORD30304188,1,5,70132,2,2024-10-19
ORD30304188,2,5,70133,7,2024-03-17
ORD30304188,3,4,70134,7,2024-12-23
ORD30304188,4,3,70135,6,2024-04-04
ORD30304188,5,3,70136,4,2024-09-11
ORD30325517,1,2,70132,10,2024-10-04
ORD30325517,2,2,70133,4,2024-07-01
ORD30364703,1,4,70132,5,2024-10-19
ORD30364703,2,1,70133,6,2024-12-14
ORD30364703,3,1,70134,5,2024-09-01
ORD30364703,4,3,70135,6,2024-07-03
ORD30364703,5,1,70136,1,2024-08-03
ORD30364703,6,1,70137,7,2024-03-31
ORD30364703,7,3,70138,8,2024-05-16
ORD30409237,1,1,70132,2,2024-05-30
ORD30516967,1,2,70132,4,2024-07-07
ORD30516967,2,4,70133,1,2024-01-20
ORD30516967,3,1,70134,9,2025-01-06
ORD30547319,1,5,70132,1,2024-07-24
ORD30547319,2,5,70133,8,2024-03-04
ORD30547319,3,2,70134,6,2024-09-09
ORD30547319,4,2,70135,9,2024-12-24
ORD30547319,5,1,70136,10,2024-06-03
ORD30547319,6,2,70137,7,2024-03-12
ORD30547319,7,5,70138,8,2023-12-31
ORD30547319,8,2,70139,7,2024-08-28
ORD30547319,9,4,70140,2,2024-01-13
ORD30604810,1,5,70132,7,2024-02-07
ORD30644836,1,5,70132,1,2024-05-27
ORD30696965,1,1,70132,3,2024-08-13
ORD30696965,2,2,70133,6,2024-04-23
ORD30696965,3,5,70134,1,2024-01-28
ORD30696965,4,3,70135,2,2024-09-19
ORD30696965,5,5,70136,9,2024-09-04
ORD30748226,1,3,70132,3,2024-10-04
ORD30751089,1,2,70132,1,2024-12-07
ORD30751089,2,3,70133,7,2024-09-14
ORD30751089,3,1,70134,2,2024-09-19
ORD30751089,4,4,70135,3,2024-08-25
ORD30751089,5,3,70136,4,2024-02-01
ORD30760490,1,3,70132,5,2024-07-04
ORD30760490,2,1,70133,2,2024-01-31
ORD30761813,1,5,70132,7,2025-01-10
ORD30869207,1,5,70132,1,2023-12-30
ORD30869207,2,3,70133,2,2024-02-17
ORD30869207,3,2,70134,2,2024-11-16
ORD30881674,1,4,70132,6,2024-04-05
ORD30881674,2,2,70133,7,2024-10-08
ORD30881674,3,2,70134,2,2025-01-26
ORD30881674,4,1,70135,7,2024-11-15
ORD30881674,5,2,70136,4,2024-08-21
ORD30881674,6,5,70137,4,2024-04-27
ORD30881674,7,3,70138,7,2024-04-12
ORD30881674,8,3,70139,8,2025-01-04
ORD30951583,1,4,70132,9,2024-08-23
ORD31180791,1,5,70132,9,2024-05-07
ORD31212564,1,5,70132,2,2024-02-03
ORD31273618,1,1,70132,6,2024-11-29
ORD31280093,1,2,70132,3,2025-01-04
ORD31424258,1,4,70132,5,2024-09-02
ORD31440827,1,2,70132,7,2025-01-03
ORD31482652,1,4,70132,5,2024-07-13
ORD31482652,2,5,70133,5,2024-05-26
ORD31482652,3,5,70134,10,2024-12-30
ORD31508797,1,1,70132,3,2024-05-17
ORD31508797,2,2,70133,9,2025-01-12
ORD31622799,1,1,70132,3,2024-07-26
ORD31649847,1,2,70132,10,2024-05-16
ORD31649847,2,1,70133,1,2024-05-20
ORD31954788,1,3,70132,8,2025-01-05
ORD32041063,1,4,70132,9,2024-10-23
ORD32143683,1,2,70132,1,2024-07-07
ORD32143683,2,1,70133,10,2024-03-23
ORD32143683,3,3,70134,5,2024-05-25
ORD32306916,1,1,70132,3,2024-10-28
ORD32306916,2,4,70133,7,2024-12-14
ORD32336862,1,3,70132,2,2024-08-28
ORD32344527,1,4,70132,3,2024-01-04
ORD32349588,1,1,70132,6,2024-01-27
